,Submission Date,Instituição de ensino superior,"Se outra, qual?",Dentro da minha instituição sou,Idade,Orientação sexual,Caso queiras especificar:,Identidade de género,Caso queiras especificar:.1,Sou intersexo:,Indica o teu conhecimento sobre >> Temas LGBTI+,Indica o teu conhecimento sobre >> Iniciativas dinamizadas sobre temas LGBTI+ na tua faculdade,Indica o teu conhecimento sobre >> A importância da existência de casas de banho neutras,Tens um núcleo LGBTI+ na tua instituição?,Tens conhecimento de alguma iniciativa relacionada com casas de banho neutras na tua instituição?,"Uma casa de banho neutra, para mim, é...",Quão confortável te sentes a usar... >> a casa de banho feminina?,Quão confortável te sentes a usar... >> a casa de banho masculina?,Já usaste uma casa de banho neutra num espaço público?,Quão confortável te sentes ao usar...,Quão confortável achas que te sentirias ao usar...,Queres justificar a tua resposta à pergunta anterior?,A tua instituição tem casas de banho neutras?,Como funcionam e quantas há?,Já sofreste discriminação ao utilizar uma casa de banho pública?,Esse episódio de discriminação foi numa instituição de ensino superior?,Como seria para ti uma casa de banho neutra segura?,Há mais alguma coisa que gostarias de nos dizer?
719,2022/05/28 13:42:14,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,20-21,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,3 - algum,5 - muito,Não,,"Para todos se poderem sentir integrados, é necessário que estas casas de banho existam",5,nunca usei,NÃO,,3 ,"Coloquei 3 porque não me importaria de a usar, pois não a considero um espaço perigoso (ao contrário da dos homens, na maioria dos casos) mas não é uma necessidade que tenho, pois sou mulher cis-genero. Ou seja, acho que há uma necessidade de haver casas de banho Neutras, embora não seja para eu utilizar, mas sim outras pessoas que necessitam dela.",Não,,Não,,,
720,2022/05/28 13:42:04,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,18-19,Homossexual,,Mulher cisgénero,,Não,5 - muito,3 - algum,5 - muito,Sim,,,5,nunca usei,NÃO,,3 ,,Não,,Não,,,
721,2022/05/28 13:41:45,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,22-23,Bissexual/Pansexual,,Homem cisgénero,,Não,4 - suficiente ,4 - suficiente ,4 - suficiente ,Sim,,É para toda a gente e para que as pessoas se sintam respeitadas,4,5,NÃO,,5,,Não,,Não,,,
722,2022/05/28 13:41:40,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,22-23,Heteressexual,,Mulher cisgénero,,Não,5 - muito,4 - suficiente ,3 - algum,Não sei,,,5,3 ,NÃO,,3 ,,Não,,Não,,,
723,2022/05/28 13:41:04,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,20-21,Assexual,,Pessoa não-binária,"Pessoas não-bináries são trans também, só queria deixar essa nota. Trans não se aplica só a homens ou mulheres, como explicam no vosso glossário",Não,5 - muito,4 - suficiente ,5 - muito,Sim,,"Para quem precisar de a usar. Se precisamos de urinol usamos, se preferimos de sanita usamos. Desde que exista a opção de privacidade para qualquer um, não importa a que casa de banho nos dirigimos. Sou uma pessoa não-binarie e costumo usar a casa de banho mais próxima, sem olhar para “quem é” porque casas de banho são para todes!",5,5,NÃO,,5,"Ajudava imenso nos olhares que levo por parecer mulher, mas usar a casa de banho masculina sem problema algum. Sentir me ia mais confortável",Não,,Sim,Não,"Teria privacidade, para que cada um usasse o que lhe fosse conveniente, sem sentir necessidade de se explicar aos outros. A discriminação diminuiria se, por exemplo, em cada “stall” de casa de banho existem tanto um urinol como uma sanita, não deixando que os outros soubessem qual a nossa escolha quando entramos",
724,2022/05/28 13:39:52,Outra,IADE,Alune,18-19,Não me identifico com estas opções,Não gosto de colocar esse rótulo em mim. Não tenho uma sexualidade específica.,Mulher cisgénero,,Não,4 - suficiente ,2 - pouco,4 - suficiente ,Não sei,,"É uma casa de banho sem especificações de género ou sexo. É uma casa de banho para toda e qualquer pessoa.

É uma boa iniciativa porque diminui os conflitos pessoais de alguém que ""aparentemente"" se identifica com um género diferente do atribuído à nascença, por exemplo, pode evitar situações de discriminação, exclusão social, etc.",5,5,SIM,5,,Não noto nenhuma diferença entre uma casa de banho neutra ou específica. Servem as duas para o mesmo propósito.,Não,,Não,,,
725,2022/05/28 13:39:16,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Ex-alune,24-26,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,4 - suficiente ,4 - suficiente ,Sim,,,5,2,SIM,3 ,,,Não,,Não,,,
726,2022/05/28 13:36:08,Outra,Faculdade de psicologia e ciências de educação da universidade do porto,Alune,22-23,Homossexual,,Mulher cisgénero,,Não,5 - muito,5 - muito,5 - muito,Sim,,"Imperativo. Para todos. Para além de ser uma mais valia para quem não se identifica com nenhum dos géneros, mas também para rentabilização de espaços.",5,5,NÃO,,5,"É igual. As casas de banho são para fazer necessidades, não importa quem está na cabine ao lado",Não,,Não,,Com cabines individuais para todos,
727,2022/05/28 13:35:19,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Investigadore,24-26,Não me identifico com estas opções,,Mulher cisgénero,,Não,3 - algum,4 - suficiente ,5 - muito,Sim,,"For everyone, regardless of their gender",5,5,SIM,5,,,Não,,Não,,100% safe,
728,2022/05/28 13:30:47,Universidade de Lisboa - Instituto Superior Técnico,,Alune,22-23,Heteressexual,,Mulher cisgénero,,Não,3 - algum,2 - pouco,2 - pouco,Sim,,"No meu entender, o intuito seria para abranger pessoas não binárias … no entanto não conheço ninguém não binário, então não sei se por não se identificarem com nenhum dos generos, não se sentem confortáveis a usar casas de banho “normais” ou dependendo do seu sexo, e independente de nao se identificarem com nenhum genero , se deslocam a uma dessas",5,2,NÃO,,4,,Não,,Não,,Acho q é mais uma questao de higiene mas talvez sem urinois ou pelo menos sem urinois no exterior,
729,2022/05/28 13:30:39,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,18-19,Homossexual,,Homem cisgénero,,Não,5 - muito,5 - muito,5 - muito,Sim,,Uma casa de banho neutra permite que pessoas que se encontrem ou não dentro do espetro da identidade de género possam aceder este tipo de local sem sentirem a imposição de género que vem com os rótulos “Masculino” e “Feminino”. Promovem a inclusão e trazem uma faceta ainda mais aberta e de maior aceitação ao nosso local de ensino.,nunca usei,5,NÃO,,5,"É uma casa de banho, a privacidade é garantida com as parcelas individuais, assim como o respeito mútuo.",Não,,Não,,"Uma casa de banho normal mas na qual não houvesse rótulos de atribuição de género, que sejam abertas a todos que precisem.",
730,2022/05/28 13:30:10,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Bissexual/Pansexual,,Mulher cisgénero,,Não,4 - suficiente ,1 - nenhum,4 - suficiente ,Sim,,"For me, a gender neutral restroom is a restroom where any gender identity is allowed.",5,nunca usei,NÃO,,3 ,,Não tenho a certeza,,Não,,,
731,2022/05/28 13:26:29,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,20-21,Homossexual,,Mulher cisgénero,,Não,5 - muito,2 - pouco,5 - muito,Sim,,De extrema importância e necessidade! É urgente acabar com as distinções de género e sermos inclusivos com aqueles que não se encaixam nos padrões que a nossa querida sociedade nos impõe!,5,5,NÃO,,5,,Não,,Prefiro não responder,,,
732,2022/05/28 13:22:26,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,20-21,Heteressexual,,Mulher cisgénero,,Não,3 - algum,3 - algum,5 - muito,Sim,,,5,1,NÃO,,3 ,,Não,,Não,,,
733,2022/05/28 13:20:33,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,20-21,Bissexual/Pansexual,,Pessoa não-binária,Genderfluid,Não,5 - muito,3 - algum,5 - muito,Sim,,for any person who's trans/non binary. Its objective is to make restrooms more inclusives and the creation of a safe place for transgender and non binary people. It should be implemented because of the goals stated above and it would only benefit the people using.,5,3 ,NÃO,,5,,Não,,Não,,,
734,2022/05/28 13:20:17,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,18-19,Bissexual/Pansexual,,Mulher cisgénero,,Não,4 - suficiente ,4 - suficiente ,5 - muito,Sim,,,5,2,NÃO,,4,,Não,,Não,,,
735,2022/05/28 13:18:24,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,18-19,Em questionamento,,Não me identifico com estas opções,,Não,3 - algum,4 - suficiente ,5 - muito,Sim,,"uma casa de banho onde todas as pessoas podem ir independentemente do seu género, sexualidade, etc. porque o local é direcionado para fazermos apenas as nossas necessidades, algo que toda a gente tem de fazer, por isso “porque diferenciar o género?”",5,5,NÃO,,5,"acho que as instituições exageram na importância que uma casa de banho tem, quando se destina apenas a uma necessidade básica",Não,,Não,,"uma casa de banho onde todas as pessoas se sentissem seguras, não havendo nenhuma discriminação, assédio, entre outros",
736,2022/05/28 13:16:21,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,18-19,Heteressexual,,Mulher cisgénero,,Não,3 - algum,3 - algum,2 - pouco,Não sei,,,5,1,NÃO,,2,,Não,,Não,,,
737,2022/05/28 13:13:18,Universidade de Coimbra,,Alune,20-21,Homossexual,,Homem cisgénero,,Sim,5 - muito,3 - algum,5 - muito,Não,,"Uma casa de banho onde rapazes gays possam ir com amigas a casa de banho sem ter que esperar a porta, ou até ser mais fácil de rapazes gays utilizarem wc públicos sem o medo de um homem hetero mandar uma boca ou até algo pior",5,2,NÃO,,5,,Não,,Não,,,
738,2022/05/28 13:13:06,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,18-19,Heteressexual,,Homem cisgénero,,Não,2 - pouco,2 - pouco,2 - pouco,Não sei,,,nunca usei,5,NÃO,,1,,Não,,Não,,,
739,2022/05/28 13:12:59,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Heteressexual,,Homem cisgénero,,Não,3 - algum,1 - nenhum,2 - pouco,Sim,This one,for people that don’t identify as man or woman don’t need to choose men or women’s bathroom,nunca usei,5,NÃO,,4,,Não,,Não,,stalls,
740,2022/05/28 13:11:20,Universidade de Lisboa - Instituto Superior Técnico,,Alune,22-23,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,3 - algum,3 - algum,Sim,,,5,nunca usei,NÃO,,1,,Não,,Não,,,
741,2022/05/28 13:09:46,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,22-23,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,3 - algum,4 - suficiente ,Sim,Tirando este questionário não.,"Uma casa de banho onde qualquer pessoa, independentemente do seu sexo, possa ir. Acho que é importante por causa da inclusão... Quer por termos homens e mulheres trans, quer por termos pessoas que não se identificam com os géneros feminino e masculino e não se sintam legitimados a ir a uma casa de banho identificada como tal",5,2,NÃO,,3 ,"A casa de banho neutra pressupõe que qualquer pessoa a pode usar. Partindo do pressuposto de que um homem a pode usar, devo dizer que fico com algum receio ou desconforto. Porquê? Por possibilidade de agressão sexual, por exemplo.",Não,,Não,,,
742,2022/05/28 13:08:42,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Heteressexual,,Homem cisgénero,,Não,4 - suficiente ,2 - pouco,4 - suficiente ,Sim,,"Pelo meu entendimento, uma casa de banho neutra é uma casa de banho para pessoas não binárias (e possivelmente trans) onde se possam sentir à vontade sem serem descriminadas ou olhadas de lado como se estivessem onde não deviam. Ou seja, um direito básico destas pessoas.",2,4,NÃO,,4,"Eu penso que as casas de banho têm privacidade suficiente para que não seja desconfortável partilhá-la com pessoas de outros géneros. Enquanto homem cis, não me faria diferença estar a lavar as mãos ao lado de outro homem, mulher, nb, ou seja quem for, embora as primeiras vezes pudessem ser estranhas e consiga compreender porque outras pessoas não estariam tão à vontade.",Não,,Não,,,
743,2022/05/28 13:07:15,Universidade de Lisboa - Instituto Superior Técnico,,"Alune
Investigadore",22-23,Heteressexual,,Homem cisgénero,,Não,4 - suficiente ,4 - suficiente ,5 - muito,Sim,,a restroom available to everyone,2,5,SIM,5,,,Não,,Não,,,
744,2022/05/28 13:02:26,"Nenhuma, nunca frequentei/trabalhei no contexto de ensino superior",,Prefiro não responder,24-26,Bissexual/Pansexual,,Homem cisgénero,,Não,5 - muito,1 - nenhum,4 - suficiente ,Não,,"It's for everyone.

I'd say the objective is to not separate people based on a social characteristic that doesn't affect one's ability to pee in the same physical space.

By not doing so, we make sure people who don't fit the gender binary, don't feel uncomfortable having to pick between two wrong options, which not only is uncomfortable and a cause for anxiety, but it can also be dangerous if other people decide they are in the ""wrong"" bathroom.

That last part also applies to trans binary people and/or gender non conforming people. ",nunca usei,4,SIM,5,,"The places that are supposed to be private are private, aka stalls, and the rest is like any other public space.

But for me personally they are more comfortable because cishet man tend to be a lot, and being able to go to the bathroom with friends, even if I'm only with girls (or afab people), helps to diffuse the tension. Also spaces that are seen as exclusive to men tend to embolden certain behaviours and that doesn't happen as much if it's an everyone space. ",Não,,Sim,Não,"I would most likely not feel unsafe in any kind of gender neutral bathroom. If you are able to deal with the man's bathroom, you're able to deal with any bathroom.

That part of the conversion should be led by afab people, because the only problem with bathrooms tends to be cishet men.

Maybe that should be the division 😂 jk",
745,2022/05/28 12:59:16,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Bissexual/Pansexual,,Mulher cisgénero,,Não,3 - algum,3 - algum,5 - muito,Sim,,,5,2,NÃO,,3 ,,Não tenho a certeza,,Não,,,
746,2022/05/28 12:59:12,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,22-23,Heteressexual,,Não me identifico com estas opções,,Não,4 - suficiente ,4 - suficiente ,5 - muito,Sim,,Um espaço em que todos são incluídos e respeitados,5,3 ,NÃO,,4,Se tivesse cabines isoladas não me sentiria nada desconfortável,Não,,Não,,,
747,2022/05/28 12:59:02,"Nenhuma, nunca frequentei/trabalhei no contexto de ensino superior",,Alune,18-19,Em questionamento,,Homem cisgénero,,Não,4 - suficiente ,3 - algum,3 - algum,Não,,,nunca usei,4,NÃO,,2,,Não,,Não,,,
748,2022/05/28 12:59:01,"Nenhuma, nunca frequentei/trabalhei no contexto de ensino superior",,Alune,18-19,Em questionamento,,Homem cisgénero,,Não,4 - suficiente ,3 - algum,3 - algum,Não,,,nunca usei,4,NÃO,,2,,Não,,Não,,,
749,2022/05/28 12:58:45,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,24-26,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,4 - suficiente ,5 - muito,Sim,,Para todos. É importante que não tenhamos um “rótulo” na hora de ir à casa de banho.,5,nunca usei,SIM,2,,Sinto-me insegura em partilhar esse mesmo espaço “íntimo” com homens.,Não,,Não,,"Confesso que essa é a minha grande questão. Estou plenamente consciente da importância das casas de banho neutras. Contudo, como mulher cis deixa-me insegura ter de partilhar esse espaço com homens cis. 

Tenho noção de que esse “desconforto” em relação às casas de banho neutras é um egoísmo da minha parte enquanto mulher cis. ",
750,2022/05/28 12:57:43,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,20-21,Em questionamento,,Mulher cisgénero,,Não,4 - suficiente ,3 - algum,2 - pouco,Sim,,,5,1,NÃO,,3 ,,Não,,Não,,,
751,2022/05/28 12:56:58,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,24-26,Heteressexual,,Mulher cisgénero,,Não,5 - muito,4 - suficiente ,5 - muito,Não sei,,,5,3 ,SIM,5,,,Não,,Não,,,
752,2022/05/28 12:56:18,Universidade de Lisboa - Instituto Superior Técnico,,Alune,22-23,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,2 - pouco,5 - muito,Sim,,É uma forma da comunidade LGBTI+ se sentir mais incluída com a restante comunidade e mais confortável,5,2,NÃO,,4,,Não,,Não,,,
753,2022/05/28 12:56:15,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,22-23,Em questionamento,,Mulher cisgénero,,Não,3 - algum,3 - algum,5 - muito,Sim,Não,essencial para que todos se sintam bem na nossa faculdade,5,nunca usei,SIM,5,,,Não tenho a certeza,,Não,,"Igual às outras casas de banho, ou seja, cubículos que dê para trancar por dentro",
754,2022/05/28 12:56:00,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,20-21,Homossexual,,Mulher cisgénero,,Não,5 - muito,5 - muito,5 - muito,Não,,,5,nunca usei,SIM,5,,,Não,,Não,,,
755,2022/05/28 12:55:46,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,22-23,Heteressexual,,Mulher cisgénero,,Não,4 - suficiente ,3 - algum,5 - muito,Sim,,,5,nunca usei,SIM,5,,,Não,,Não,,,
756,2022/05/28 12:48:49,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,22-23,Bissexual/Pansexual,,Mulher cisgénero,,Não,4 - suficiente ,4 - suficiente ,4 - suficiente ,Sim,,,5,nunca usei,SIM,3 ,,"geralmente é em bares, então é meio sujo. Mas percebo que seja uma situação que não se compara",Não,,Não,,,
757,2022/05/28 12:47:52,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,18-19,Heteressexual,,Homem cisgénero,,Não,4 - suficiente ,3 - algum,3 - algum,Sim,Não,Para pessoas fora do espetro binário se sentirem incluídas,nunca usei,4,SIM,4,,quando usei eram casas de banho individuais por isso não houve desconforto,Não,,Não,,"seria como uma casa de banho masculina, com urinois e sanitas individuais",
758,2022/05/28 12:46:54,Universidade de Lisboa - Instituto Superior Técnico,,Alune,18-19,Bissexual/Pansexual,,Mulher cisgénero,,Não,4 - suficiente ,2 - pouco,3 - algum,Sim,,,5,2,NÃO,,5,,Não,,Não,,,
759,2022/05/28 12:46:35,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Alune,18-19,Bissexual/Pansexual,,Mulher cisgénero,,Não,5 - muito,5 - muito,5 - muito,Sim,,É a possibilidade de acesso às suas necessidades básicas sem que a pessoa tenha de justificar ou ser julgada,5,4,SIM,5,,,Não,,Não,,Uma casa de banho sem específicar sexos aberta ao uso de qualquer pessoa com compartimentos individuais para ninguém prescindir da sua privacidade,
